Local time in Beijing / Peking,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
05.03.2020 11:00,5.9,766.1,769.2,,24,Wind blowing from the south-southwest,6,,,no clouds, ,,,-3.1,7.8,,,,,,22.0,-13.1,No precipitation,6,,,,
05.03.2020 08:00,-1.4,767.4,770.5,-0.1,43,Wind blowing from the south,3,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.1,7.8,,,2500 or more  or no clouds.,,,17.0,-12.4,No precipitation,12,,,,
05.03.2020 05:00,-1.7,767.5,770.6,,40,Wind blowing from the south-southwest,2,,6,, ,,,-3.5,7.8,,,,,,28.0,-13.8,No precipitation,6,,,,
05.03.2020 02:00,-0.5,768.7,771.7,-1.2,35,Wind blowing from the south,2,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.5,7.8,,,2500 or more  or no clouds.,,,30.0,-14.1,No precipitation,12,,,,
04.03.2020 23:00,0.9,769.9,772.9,,32,Wind blowing from the south-southwest,3,,,, ,,,-3.5,7.8,,,,,,30.0,-13.9,No precipitation,6,,,,
04.03.2020 20:00,3.5,769.6,772.7,0.6,25,Wind blowing from the south,2,,11,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.5,7.8,,,,,,30.0,-14.7,No precipitation,12,,,,
04.03.2020 17:00,7.0,769.0,772.0,,16,Wind blowing from the south-west,2,,,no clouds, ,,,-3.5,7.8,,,,,,30.0,-17.1,No precipitation,6,,,,
04.03.2020 14:00,6.0,770.2,773.2,-2.4,16,Wind blowing from the north-northwest,4,,11,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.5,8.1,,,,,,30.0,-17.9,No precipitation,12,,,,
04.03.2020 11:00,2.9,772.6,775.6,,21,Calm  no wind,0,,,, ,,,-3.5,8.1,,,,,,30.0,-17.3,No precipitation,6,,,,
04.03.2020 08:00,-0.3,772.5,775.6,,29,Wind blowing from the north-northeast,3,,10,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.5,8.1,,,2500 or more  or no clouds.,,,30.0,-16.2,No precipitation,12,,,,
04.03.2020 05:00,-2.3,771.2,774.3,,35,Wind blowing from the north-northeast,3,,13,, ,,,-2.3,8.1,,,,,,30.0,-15.7,No precipitation,6,,,,
04.03.2020 02:00,-1.2,770.3,773.4,0.0,33,Wind blowing from the north-east,4,,14,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.2,8.1,,,2500 or more  or no clouds.,,,30.0,-15.4,No precipitation,12,,,,
03.03.2020 23:00,1.1,770.3,773.4,,24,Wind blowing from the north,4,,14,, ,,,-0.9,8.1,,,,,,30.0,-17.2,No precipitation,6,,,,
03.03.2020 20:00,3.2,768.8,771.9,2.3,18,Wind blowing from the north,4,,14,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.9,8.1,,,,,,30.0,-18.9,No precipitation,12,,,,
03.03.2020 17:00,6.6,766.5,769.6,,11,Wind blowing from the north-northwest,5,,14,no clouds, ,,,-0.9,9.2,,,,,,30.0,-21.8,No precipitation,6,,,,
03.03.2020 14:00,7.4,765.7,768.7,-1.1,19,Wind blowing from the north-west,6,,13,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.9,9.5,,,,,,30.0,-14.7,No precipitation,12,,,,
03.03.2020 11:00,5.3,766.8,769.9,,26,Wind blowing from the north-west,4,,12,no clouds, ,,,-0.9,9.5,,,,,,30.0,-12.7,No precipitation,6,,,,
03.03.2020 08:00,2.9,765.7,768.8,1.8,31,Wind blowing from the north-west,4,,12,no clouds,Cloud development not observed or not observable. ,Rain and snow or other types of solid precipitation,Rain.,-0.9,9.5,,,,,,30.0,-12.6,4.0,12,,,,
03.03.2020 05:00,2.9,763.9,766.9,,43,Wind blowing from the north-west,4,,9,, ,,,-4.8,9.5,,,,,,30.0,-8.7,No precipitation,6,,,,
03.03.2020 02:00,0.9,764.2,767.3,0.3,91,Wind blowing from the north-northeast,1,,9,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.8,9.5,,,2500 or more  or no clouds.,,,2.4,-0.4,4.0,12,,,,
02.03.2020 23:00,0.9,763.9,767.0,,91,Wind blowing from the north-east,3,,9,,Rain  not freezing  intermittent  slight at time of observation. ,,,-4.8,9.5,,,,,,1.2,-0.4,4.0,6,,,,
02.03.2020 20:00,4.2,763.7,766.8,1.7,67,Wind blowing from the north-east,2,,9,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.8,9.5,,,300-600,,,5.0,-1.4,0.4,12,,,,
02.03.2020 17:00,9.2,762.0,765.1,,28,Wind blowing from the south-southeast,3,,,90  or more  but not 100%, ,,,-4.8,9.5,,,1500-2000,,,19.0,-8.4,No precipitation,6,,,,
02.03.2020 14:00,8.3,763.9,767.0,-3.3,26,Wind blowing from the south-southwest,4,,7,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.8,10.4,,,1500-2000,,,21.0,-10.1,No precipitation,12,,,,
02.03.2020 11:00,6.8,767.2,770.3,,27,Wind blowing from the south,4,,7,70 – 80%., ,,,-4.8,10.6,,,2500 or more  or no clouds.,,,24.0,-10.9,No precipitation,6,,,,
02.03.2020 08:00,-0.6,768.4,771.5,0.2,60,Wind blowing from the east,1,,3,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.8,10.6,,,2500 or more  or no clouds.,,,25.0,-7.4,No precipitation,12,,,,
02.03.2020 05:00,-3.5,768.2,771.3,,71,Calm  no wind,0,,,, ,,,-3.6,10.6,,,,,,30.0,-8.0,No precipitation,6,,,,
02.03.2020 02:00,-2.4,768.5,771.6,0.7,67,Wind blowing from the west-southwest,1,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.4,10.6,,,2500 or more  or no clouds.,,,30.0,-7.7,No precipitation,12,,,,
01.03.2020 23:00,-0.5,767.8,770.9,,56,Wind blowing from the north-northeast,1,,12,, ,,,-0.5,10.6,,,,,,30.0,-8.4,No precipitation,6,,,,
01.03.2020 20:00,3.5,767.1,770.2,1.8,34,Wind blowing from the north-east,1,,12,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.3,10.6,,,,,,30.0,-10.9,No precipitation,12,,,,
01.03.2020 17:00,9.2,765.3,768.4,,15,Wind blowing from the north-northeast,4,,12,40%., ,,,1.3,10.6,,,2500 or more  or no clouds.,,,30.0,-16.1,No precipitation,6,,,,
01.03.2020 14:00,10.2,764.9,767.9,-1.0,17,Wind blowing from the north-west,5,,12,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.3,10.6,,,1000-1500,,,30.0,-13.8,No precipitation,12,,,,
01.03.2020 11:00,8.4,765.9,768.9,,27,Wind blowing from the north-west,4,,11,20–30%., ,,,1.3,8.4,,,1000-1500,,,30.0,-9.5,No precipitation,6,,,,
01.03.2020 08:00,1.9,765.8,768.9,1.1,96,Wind blowing from the south-west,2,,3,100%.,Fog or ice fog  sky visible  has begun or has become thicker during the preceding hour. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.3,3.3,,,50-100,,,0.4,1.3,0.2,12,,,,
01.03.2020 05:00,1.6,764.7,767.8,,95,Calm  no wind,0,,,,Mist. ,,,1.4,3.3,,,,,,1.2,0.9,0.1,6,,,,
01.03.2020 02:00,2.8,764.5,767.6,0.3,95,Wind blowing from the east-northeast,1,,3,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,3.3,,,2500 or more  or no clouds.,,,1.4,2.1,0.9,12,,,,
29.02.2020 23:00,3.1,764.2,767.2,,95,Wind blowing from the east-northeast,2,,,,Fog or ice fog  sky invisible  no appreciable change during the preceding hour. ,,,,3.3,,,,,,0.6,2.4,0.6,6,,,,
29.02.2020 20:00,3.2,763.0,766.0,1.5,95,Wind blowing from the north-east,2,,4,,Fog or ice fog  sky visible  has begun or has become thicker during the preceding hour. ,Drizzle.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.9,4.6,,,2500 or more  or no clouds.,,,0.6,2.5,3.0,12,,,,
29.02.2020 17:00,3.2,761.5,764.6,,95,Wind blowing from the north-east,2,,4,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Fog or ice fog or thick haze.,0.9,,,,1000-1500,,,0.7,2.5,1.0,6,,,,
29.02.2020 14:00,3.0,761.1,764.2,-0.8,94,Wind blowing from the east-northeast,2,,,100%.,Rain (not freezing) not falling as shower(s). ,Drizzle.,Fog or ice fog or thick haze.,0.9,,,,1000-1500,,,0.9,2.1,2.0,12,,,,
29.02.2020 11:00,2.7,761.9,765.0,,95,Wind blowing from the east,1,,3,100%.,Drizzle  not freezing  intermittent  moderate at time of observation. ,Rain.,Fog or ice fog or thick haze.,0.9,,,,1000-1500,,,0.5,2.0,1.0,6,,,,
29.02.2020 08:00,2.1,761.2,764.3,0.7,94,Wind blowing from the east-northeast,2,,6,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Drizzle.,Fog or ice fog or thick haze.,-0.9,8.3,,,100-200,,,0.4,1.2,0.2,12,,,,
29.02.2020 05:00,2.9,760.5,763.5,,80,Wind blowing from the south-southeast,2,,6,,Haze. ,,,-2.7,8.3,,,,,,2.2,-0.2,No precipitation,6,,,,
29.02.2020 02:00,1.2,760.9,763.9,-0.5,88,Wind blowing from the west-southwest,1,,6,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.7,8.3,,,2500 or more  or no clouds.,,,1.4,-0.6,No precipitation,12,,,,
28.02.2020 23:00,2.4,761.4,764.5,,81,Wind blowing from the south-west,3,,6,,Haze. ,,,-2.7,8.3,,,,,,1.7,-0.5,No precipitation,6,,,,
28.02.2020 20:00,4.6,760.4,763.5,0.4,61,Wind blowing from the south-west,2,,6,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.7,8.3,,,,,,4.7,-2.3,No precipitation,12,,,,
28.02.2020 17:00,7.6,760.0,763.0,,47,Wind blowing from the south-west,2,,6,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.7,8.3,,,,,,6.0,-3.0,No precipitation,6,,,,
28.02.2020 14:00,7.4,760.5,763.5,-2.0,45,Wind blowing from the south-southwest,2,,5,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.7,7.6,,,2500 or more  or no clouds.,,,7.0,-4.0,No precipitation,12,,,,
28.02.2020 11:00,4.8,762.5,765.6,,47,Wind blowing from the south-southwest,3,,5,70 – 80%., ,,,-2.7,5.0,,,2500 or more  or no clouds.,,,10.0,-5.6,No precipitation,6,,,,
28.02.2020 08:00,-1.1,762.4,765.4,-0.3,72,Wind blowing from the south-west,1,,4,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.7,5.0,,,2500 or more  or no clouds.,,,8.0,-5.5,No precipitation,12,,,,
28.02.2020 05:00,-2.1,762.7,765.8,,69,Wind blowing from the south-southwest,1,,6,, ,,,-2.2,5.0,,,,,,13.0,-7.0,No precipitation,6,,,,
28.02.2020 02:00,1.0,764.1,767.2,-2.0,53,Wind blowing from the south-southwest,1,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.0,5.0,,,2500 or more  or no clouds.,,,16.0,-7.5,No precipitation,12,,,,
27.02.2020 23:00,2.5,766.1,769.2,,48,Wind blowing from the south-southwest,1,,8,, ,,,1.4,5.0,,,,,,17.0,-7.4,No precipitation,6,,,,
27.02.2020 20:00,3.3,766.7,769.8,-1.3,41,Wind blowing from the south,2,,8,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.4,5.5,,,1500-2000,,,20.0,-8.7,No precipitation,12,,,,
27.02.2020 17:00,4.4,768.0,771.1,,35,Wind blowing from the south,3,,8,90  or more  but not 100%, ,,,1.4,7.4,,,1500-2000,,,26.0,-9.7,No precipitation,6,,,,
27.02.2020 14:00,4.8,769.4,772.5,-2.4,33,Wind blowing from the south,3,,8,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.4,8.5,,,1500-2000,,,29.0,-10.1,No precipitation,12,,,,
27.02.2020 11:00,3.8,771.8,774.9,,36,Wind blowing from the south-southwest,4,,7,90  or more  but not 100%, ,,,1.4,,,,1500-2000,,,30.0,-9.9,No precipitation,6,,,,
27.02.2020 08:00,2.1,772.4,775.5,0.4,37,Wind blowing from the south,3,,7,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.4,8.5,,,1500-2000,,,30.0,-11.1,No precipitation,12,,,,
27.02.2020 05:00,1.4,772.0,775.1,,54,Wind blowing from the south-southeast,2,,7,, ,,,1.4,8.5,,,,,,30.0,-6.9,No precipitation,6,,,,
27.02.2020 02:00,1.9,772.5,775.6,-0.4,51,Wind blowing from the south-southeast,2,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.9,8.5,,,2500 or more  or no clouds.,,,29.0,-7.4,No precipitation,12,,,,
26.02.2020 23:00,3.3,772.9,775.9,,49,Wind blowing from the south,4,,7,, ,,,1.9,8.5,,,,,,20.0,-6.4,No precipitation,6,,,,
26.02.2020 20:00,5.5,771.7,774.8,0.9,44,Wind blowing from the south-west,2,,7,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.9,8.5,,,2500 or more  or no clouds.,,,13.0,-5.8,No precipitation,12,,,,
26.02.2020 17:00,7.4,770.8,773.9,,35,Wind blowing from the south-southwest,2,,7,90  or more  but not 100%, ,,,1.9,8.6,,,2500 or more  or no clouds.,,,15.0,-7.1,No precipitation,6,,,,
26.02.2020 14:00,7.5,771.1,774.1,-1.4,33,Wind blowing from the west-southwest,4,,7,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.9,9.9,,,2500 or more  or no clouds.,,,16.0,-7.7,No precipitation,12,,,,
26.02.2020 11:00,6.0,772.5,775.6,,36,Wind blowing from the south,3,,6,90  or more  but not 100%, ,,,1.9,9.9,,,2500 or more  or no clouds.,,,21.0,-7.9,No precipitation,6,,,,
26.02.2020 08:00,2.6,771.7,774.8,1.8,50,Wind blowing from the south-west,1,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.9,9.9,,,2500 or more  or no clouds.,,,20.0,-7.0,No precipitation,12,,,,
26.02.2020 05:00,3.0,769.9,772.9,,46,Wind blowing from the south-southwest,2,,6,, ,,,3.0,9.9,,,,,,27.0,-7.5,No precipitation,6,,,,
26.02.2020 02:00,3.6,768.9,772.0,0.8,46,Wind blowing from the south-west,3,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.6,9.9,,,2500 or more  or no clouds.,,,26.0,-7.2,No precipitation,12,,,,
25.02.2020 23:00,3.9,768.1,771.2,,50,Wind blowing from the south-southwest,2,,7,, ,,,3.9,9.9,,,,,,21.0,-5.8,No precipitation,6,,,,
25.02.2020 20:00,7.2,766.3,769.3,2.1,36,Wind blowing from the south-southeast,2,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.5,9.9,,,2500 or more  or no clouds.,,,11.0,-6.9,No precipitation,12,,,,
25.02.2020 17:00,8.6,764.2,767.2,,34,Wind blowing from the south-west,3,,7,90  or more  but not 100%, ,,,4.5,9.9,,,1500-2000,,,11.0,-6.4,No precipitation,6,,,,
25.02.2020 14:00,9.1,764.3,767.3,-0.8,33,Wind blowing from the south,2,,5,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.5,9.3,,,1000-1500,,,9.0,-6.3,No precipitation,12,,,,
25.02.2020 11:00,6.8,765.1,768.1,,45,Wind blowing from the south-west,2,,4,100%., ,,,4.5,9.2,,,1000-1500,,,9.0,-4.3,No precipitation,6,,,,
25.02.2020 08:00,5.0,764.0,767.0,1.1,47,Wind blowing from the south-west,2,,3,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.5,,,,1000-1500,,,10.0,-5.4,No precipitation,12,,,,
